Date,Client ID,Product ID,Price,Quantity
5/1/20,27,100,37.3,104
5/1/20,50,100,37.3,375
5/1/20,38,100,37.3,2513
5/1/20,94,100,37.3,918
5/1/20,17,100,37.3,[NULL]
5/1/20,38,177,37.37,[NULL]
5/1/20,17,230,37.73,22.88
5/1/20,44,230,37.73,279
5/1/20,38,230,37.73,3002
5/1/20,38,256,38.21,20
5/1/20,38,81,38.98,126
5/1/20,64,81,38.98,854
5/1/20,30,81,38.98,1776
5/1/20,50,81,38.98,[NULL]
5/1/20,38,109,39.49,1
5/1/20,44,15,39.56,60
5/1/20,38,15,39.56,310
5/1/20,17,15,39.56,863.75
5/1/20,94,15,39.56,[NULL]
5/1/20,44,10,40,119
5/1/20,74,10,40,152
5/1/20,27,10,40,444
5/1/20,94,10,40,1228
5/1/20,50,10,40,1844
5/1/20,78,10,40,3575
5/1/20,38,10,40,6275.01
5/1/20,38,186,41.14,3
5/1/20,64,186,41.14,[NULL]
5/1/20,38,71,42.89,2
5/1/20,89,71,42.89,395
5/1/20,74,71,42.89,10259
5/1/20,38,51,43.12,[NULL]
5/1/20,27,28,43.24,76
5/1/20,64,28,43.24,118
5/1/20,38,28,43.24,180
5/1/20,50,28,43.24,511
5/1/20,89,28,43.24,741
5/1/20,74,28,43.24,2057
5/1/20,89,57,43.77,129
5/1/20,50,57,43.77,249
5/1/20,44,57,43.77,264
5/1/20,94,57,43.77,418
5/1/20,38,57,43.77,1076
5/1/20,74,57,43.77,5063
5/1/20,38,202,44.19,10
5/1/20,38,78,44.59,6
5/1/20,94,36,45.71,0.12
5/1/20,74,36,45.71,58
5/1/20,38,36,45.71,146
5/1/20,50,36,45.71,343
5/1/20,38,286,46.09,923
5/1/20,74,286,46.09,2701
5/1/20,38,273,46.46,[NULL]
5/1/20,50,273,46.46,[NULL]
5/1/20,38,270,46.58,80
5/1/20,38,142,47.61,6
5/1/20,38,276,47.86,695
5/1/20,94,276,47.86,[NULL]
5/1/20,17,35,48.12,4
5/1/20,38,35,48.12,49
5/1/20,50,35,48.12,[NULL]
5/1/20,74,35,48.12,[NULL]
5/1/20,94,35,48.12,[NULL]
5/1/20,38,39,48.77,6
5/1/20,64,39,48.77,34
5/1/20,50,39,48.77,[NULL]
5/1/20,74,39,48.77,[NULL]
5/1/20,38,152,49.26,2
5/1/20,64,152,49.26,[NULL]
5/1/20,38,64,50.04,10.96
5/1/20,94,218,51.31,0.28
5/1/20,44,218,51.31,10
5/1/20,38,218,51.31,4550
5/1/20,17,218,51.31,8580.28
5/1/20,38,1,51.63,1
5/1/20,38,274,52.43,4
5/1/20,38,266,53.51,91
5/1/20,50,266,53.51,252
5/1/20,94,266,53.51,809
5/1/20,38,24,54.08,15
5/1/20,74,251,54.13,133
5/1/20,27,251,54.13,571
5/1/20,44,251,54.13,1175
5/1/20,94,251,54.13,1395
5/1/20,38,251,54.13,8261
5/1/20,38,244,54.88,[NULL]
5/1/20,74,96,54.92,105
5/1/20,94,217,54.96,220
5/1/20,50,217,54.96,530
5/1/20,38,217,54.96,920
5/1/20,64,166,55.1,[NULL]
5/1/20,44,73,55.39,161
5/1/20,74,73,55.39,514
5/1/20,27,73,55.39,1225
5/1/20,38,73,55.39,4248
5/1/20,38,288,55.51,2
5/1/20,38,43,56.07,[NULL]
5/1/20,74,43,56.07,[NULL]
5/1/20,38,182,57.61,10
5/1/20,38,158,59.37,3
5/1/20,74,86,60.87,178
5/1/20,89,86,60.87,901
5/1/20,89,21,62.19,17
5/1/20,38,184,63.29,48
5/1/20,74,184,63.29,[NULL]
5/1/20,44,17,63.37,7
5/1/20,94,17,63.37,105
5/1/20,74,17,63.37,171
5/1/20,50,17,63.37,905
5/1/20,38,17,63.37,1624
5/1/20,17,19,63.6,30.89
5/1/20,50,19,63.6,33
5/1/20,94,19,63.6,135.23
5/1/20,38,19,63.6,3237
5/1/20,59,19,63.6,[NULL]
5/1/20,38,282,64.43,5
5/1/20,74,282,64.43,21
5/1/20,27,282,64.43,[NULL]
5/1/20,30,94,65.04,920
5/1/20,38,225,65.27,20
5/1/20,38,228,65.64,16
5/1/20,38,221,68.26,12
5/1/20,38,63,70.18,3304
5/1/20,74,63,70.18,[NULL]
5/1/20,38,179,70.29,3
5/1/20,38,216,71.26,10
5/1/20,17,203,71.51,[NULL]
5/1/20,38,203,71.51,[NULL]
5/1/20,38,138,72.01,[NULL]
5/1/20,24,88,72.71,410
5/1/20,38,88,72.71,827
5/1/20,30,88,72.71,3556
5/1/20,74,88,72.71,[NULL]
5/1/20,74,93,74.5,27
5/1/20,27,93,74.5,125
5/1/20,94,93,74.5,1189
5/1/20,44,93,74.5,1264
5/1/20,38,93,74.5,2107
5/1/20,30,93,74.5,7463
5/1/20,38,159,74.52,21
5/1/20,52,159,74.52,383
5/1/20,74,159,74.52,3891
5/1/20,30,159,74.52,10090
5/1/20,17,2,75.3,48.06
5/1/20,50,2,75.3,373
5/1/20,64,2,75.3,686
5/1/20,38,2,75.3,1291
5/1/20,44,2,75.3,2044
5/1/20,27,2,75.3,[NULL]
5/1/20,38,180,78.25,9
5/1/20,94,102,79.5,1
5/1/20,38,160,79.5,64
5/1/20,89,102,79.5,1168
5/1/20,74,160,79.5,3040
5/1/20,74,102,79.5,5143
5/1/20,38,102,79.5,7114
5/1/20,89,237,80.02,4460
5/1/20,74,237,80.02,4760
5/1/20,38,206,85.14,2
5/1/20,74,79,88,152
5/1/20,52,79,88,1880
5/1/20,38,79,88,2747
5/1/20,74,123,88.51,480
5/1/20,38,123,88.51,[NULL]
5/1/20,38,183,90,44
5/1/20,27,183,90,[NULL]
5/1/20,74,281,91.21,21
5/1/20,38,281,91.21,583
5/1/20,27,281,91.21,2914
5/1/20,18,281,91.21,[NULL]
5/1/20,94,281,91.21,[NULL]
5/1/20,64,134,93.61,27
5/1/20,38,38,96.09,4
5/1/20,38,59,99.36,104
5/1/20,38,188,106,[NULL]
5/1/20,38,98,108.21,90
5/1/20,89,98,108.21,315
5/1/20,74,98,108.21,611
5/1/20,64,98,108.21,843
5/1/20,30,98,108.21,1086
5/1/20,38,118,111.03,13
5/1/20,38,37,134.04,12
5/1/20,74,267,139.04,1101
5/1/20,50,122,158.98,489
5/1/20,27,122,158.98,594
5/1/20,74,122,158.98,602
5/1/20,38,122,158.98,4168
5/1/20,94,7,169.84,505
5/1/20,38,7,169.84,802
5/1/20,50,7,169.84,859
5/1/20,30,7,169.84,1555
5/1/20,27,7,169.84,[NULL]
5/1/20,38,227,1345.45,[NULL]
5/4/20,38,131,11.76,7
5/4/20,64,131,11.76,52
5/4/20,74,90,12.9,21
5/4/20,74,14,13.14,31
5/4/20,50,14,13.14,103
5/4/20,38,14,13.14,917
5/4/20,82,14,13.14,2600
5/4/20,17,235,13.64,4.58
5/4/20,38,246,15.07,7
5/4/20,38,197,15.73,16
5/4/20,38,164,17.58,10
5/4/20,74,23,17.92,395
5/4/20,50,23,17.92,1500
5/4/20,64,23,17.92,2895
5/4/20,38,23,17.92,3759
5/4/20,38,70,20.91,1294
5/4/20,89,70,20.91,1836
5/4/20,94,172,21.28,100
5/4/20,50,172,21.28,160
5/4/20,27,172,21.28,650
5/4/20,89,172,21.28,680
5/4/20,74,172,21.28,1040
5/4/20,38,172,21.28,2030
5/4/20,30,172,21.28,2130
5/4/20,44,172,21.28,2330
5/4/20,38,260,21.66,1
5/4/20,64,167,25.53,2
5/4/20,38,278,25.61,566
5/4/20,50,278,25.61,755
5/4/20,64,278,25.61,2416
5/4/20,38,83,25.98,1108
5/4/20,74,83,25.98,1220
5/4/20,38,220,27.03,4
5/4/20,38,254,27.41,50
5/4/20,44,254,27.41,5678
5/4/20,38,229,28,5
5/4/20,38,226,28.06,2
5/4/20,27,145,28.37,250
5/4/20,50,145,28.37,780
5/4/20,38,145,28.37,1200
5/4/20,64,145,28.37,1660
5/4/20,44,145,28.37,2940
5/4/20,64,247,29.54,1
5/4/20,50,154,29.59,220
5/4/20,38,154,29.59,810
5/4/20,38,87,30.08,8
5/4/20,38,9,31.09,7047
5/4/20,94,45,31.21,0.21
5/4/20,17,45,31.21,45.76
5/4/20,64,45,31.21,730
5/4/20,44,45,31.21,1960
5/4/20,38,45,31.21,2320
5/4/20,27,45,31.21,5370
5/4/20,38,242,32.23,4
5/4/20,38,140,33.59,17
5/4/20,64,140,33.59,26
5/4/20,38,125,33.92,12
5/4/20,38,4,34.56,2
5/4/20,64,4,34.56,18
5/4/20,44,100,35.01,85
5/4/20,27,100,35.01,104
5/4/20,50,100,35.01,375
5/4/20,38,100,35.01,2513
5/4/20,94,100,35.01,918
5/4/20,17,100,35.01,[NULL]
5/4/20,38,249,35.5,6
5/4/20,38,168,35.86,5
5/4/20,38,256,37.62,20
5/4/20,17,230,38.84,22.88
5/4/20,44,230,38.84,279
5/4/20,38,230,38.84,3002
5/4/20,38,81,39.09,126
5/4/20,64,81,39.09,854
5/4/20,30,81,39.09,1776
5/4/20,44,10,39.88,119
5/4/20,74,10,39.88,152
5/4/20,27,10,39.88,444
5/4/20,94,10,39.88,1228
5/4/20,50,10,39.88,1844
5/4/20,78,10,39.88,3575
5/4/20,38,10,39.88,6275.01
5/4/20,38,109,40.1,1
5/4/20,44,15,40.21,60
5/4/20,38,15,40.21,310
5/4/20,17,15,40.21,863.75
5/4/20,38,186,41.45,3
5/4/20,38,71,41.95,2
5/4/20,89,71,41.95,395
5/4/20,74,71,41.95,10259
5/4/20,27,28,43.45,76
5/4/20,64,28,43.45,118
5/4/20,38,28,43.45,180
5/4/20,50,28,43.45,511
5/4/20,89,28,43.45,741
5/4/20,74,28,43.45,2057
5/4/20,89,57,44.3,129
5/4/20,50,57,44.3,249
5/4/20,44,57,44.3,264
5/4/20,94,57,44.3,418
5/4/20,38,57,44.3,1076
5/4/20,74,57,44.3,5063
5/4/20,38,202,44.6,10
5/4/20,38,78,45.06,6
5/4/20,94,36,46.26,0.12
5/4/20,74,36,46.26,58
5/4/20,38,36,46.26,146
5/4/20,50,36,46.26,343
5/4/20,38,286,46.53,923
5/4/20,74,286,46.53,2701
5/4/20,38,276,47.36,695
5/4/20,38,270,47.6,80
5/4/20,17,35,48.51,4
5/4/20,38,35,48.51,49
5/4/20,38,39,49.19,6
5/4/20,64,39,49.19,34
5/4/20,38,64,49.42,10.96
5/4/20,38,152,49.82,2
5/4/20,38,1,51.08,1
5/4/20,94,218,51.5,0.28
5/4/20,44,218,51.5,10
5/4/20,38,218,51.5,4550
5/4/20,17,218,51.5,8580.28
5/4/20,38,274,52.54,4
5/4/20,74,251,53.63,133
5/4/20,27,251,53.63,571
5/4/20,44,251,53.63,1175
5/4/20,94,251,53.63,1395
5/4/20,38,251,53.63,8261
5/4/20,38,24,54.15,15
5/4/20,38,266,54.18,91
5/4/20,50,266,54.18,252
5/4/20,94,266,54.18,809
5/4/20,74,96,54.57,105
5/4/20,38,43,55.1,[NULL]
5/4/20,94,217,55.25,220
5/4/20,50,217,55.25,530
5/4/20,38,217,55.25,920
5/4/20,38,288,57.18,2
5/4/20,38,182,57.81,10
5/4/20,38,158,60.61,3
5/4/20,74,86,61.24,178
5/4/20,89,86,61.24,901
5/4/20,89,21,61.26,17
5/4/20,38,184,63.33,48
5/4/20,44,17,63.5,7
5/4/20,94,17,63.5,105
5/4/20,74,17,63.5,171
5/4/20,50,17,63.5,905
5/4/20,38,17,63.5,1624
5/4/20,17,19,63.6,30.89
5/4/20,50,19,63.6,33
5/4/20,94,19,63.6,135.23
5/4/20,38,19,63.6,3237
5/4/20,59,19,63.6,[NULL]
5/4/20,38,282,64.46,5
5/4/20,74,282,64.46,21
5/4/20,30,94,64.91,920
5/4/20,38,228,65.02,16
5/4/20,38,225,65.87,20
5/4/20,38,221,67.51,12
5/4/20,38,179,70.27,3
5/4/20,38,63,70.96,3304
5/4/20,38,216,71.55,10
5/4/20,24,88,73.26,410
5/4/20,38,88,73.26,827
5/4/20,30,88,73.26,3556
5/4/20,74,93,73.9,27
5/4/20,27,93,73.9,125
5/4/20,94,93,73.9,1189
5/4/20,44,93,73.9,1264
5/4/20,38,93,73.9,2107
5/4/20,30,93,73.9,7463
5/4/20,38,159,74.62,21
5/4/20,52,159,74.62,383
5/4/20,74,159,74.62,3891
5/4/20,30,159,74.62,10090
5/4/20,38,180,78.99,9
5/4/20,17,2,79.27,48.06
5/4/20,50,2,79.27,373
5/4/20,64,2,79.27,686
5/4/20,38,2,79.27,1291
5/4/20,44,2,79.27,2044
5/4/20,94,102,79.56,1
5/4/20,89,102,79.56,1168
5/4/20,74,102,79.56,5143
5/4/20,38,102,79.56,7114
5/4/20,38,160,80.02,64
5/4/20,74,160,80.02,3040
5/4/20,89,237,81.36,4460
5/4/20,74,237,81.36,4760
5/4/20,38,206,84.75,2
5/4/20,74,79,88.46,152
5/4/20,52,79,88.46,1880
5/4/20,38,79,88.46,2747
5/4/20,74,123,88.49,480
5/4/20,38,183,89.66,44
5/4/20,74,281,91.69,21
5/4/20,38,281,91.69,583
5/4/20,27,281,91.69,2914
5/4/20,64,134,92.26,27
5/4/20,38,38,95.9,4
5/4/20,38,59,99.97,104
5/4/20,38,118,109.88,13
5/4/20,38,37,136.28,12
5/4/20,94,7,172.24,505
5/4/20,38,7,172.24,802
5/4/20,50,7,172.24,859
5/4/20,30,7,172.24,1555
5/4/20,38,142,,6
5/4/20,74,16,,35
5/4/20,38,98,,90
5/4/20,49,16,,91
5/4/20,44,16,,96
5/4/20,44,73,,161
5/4/20,50,16,,241
5/4/20,21,16,,310
5/4/20,89,98,,315
5/4/20,38,16,,484
5/4/20,50,122,,489
5/4/20,74,73,,514
5/4/20,27,122,,594
5/4/20,74,122,,602
5/4/20,74,98,,611
5/4/20,38,44,,625
5/4/20,64,98,,843
5/4/20,30,98,,1086
5/4/20,74,267,,1101
5/4/20,50,44,,1109
5/4/20,94,16,,1110
5/4/20,27,73,,1225
5/4/20,82,16,,1700
5/4/20,38,122,,4168
5/4/20,38,73,,4248
5/4/20,27,16,,[NULL]
5/5/20,38,131,11.24,7
5/5/20,64,131,11.24,52
5/5/20,74,90,12.42,21
5/5/20,74,14,12.46,31
5/5/20,50,14,12.46,103
5/5/20,38,14,12.46,917
5/5/20,82,14,12.46,2600
5/5/20,17,235,12.9,4.58
5/5/20,38,246,15.11,7
5/5/20,38,197,16.41,16
5/5/20,74,23,18.2,395
5/5/20,50,23,18.2,1500
5/5/20,64,23,18.2,2895
5/5/20,38,23,18.2,3759
5/5/20,38,164,18.47,10
5/5/20,38,70,21.04,1294
5/5/20,89,70,21.04,1836
5/5/20,94,172,21.21,100
5/5/20,50,172,21.21,160
5/5/20,27,172,21.21,650
5/5/20,89,172,21.21,680
5/5/20,74,172,21.21,1040
5/5/20,38,172,21.21,2030
5/5/20,30,172,21.21,2130
5/5/20,44,172,21.21,2330
5/5/20,38,260,21.33,1
5/5/20,38,278,25.21,566
5/5/20,50,278,25.21,755
5/5/20,64,278,25.21,2416
5/5/20,38,83,25.37,1108
5/5/20,74,83,25.37,1220
5/5/20,64,167,25.42,2
5/5/20,38,254,26.45,50
5/5/20,44,254,26.45,5678
5/5/20,38,220,26.77,4
5/5/20,38,226,27.3,2
5/5/20,38,229,28.23,5
5/5/20,27,145,28.34,250
5/5/20,50,145,28.34,780
5/5/20,38,145,28.34,1200
5/5/20,64,145,28.34,1660
5/5/20,44,145,28.34,2940
5/5/20,50,154,28.71,220
5/5/20,38,154,28.71,810
5/5/20,64,247,29.32,1
5/5/20,38,87,29.91,8
5/5/20,38,9,30.52,7047
5/5/20,94,45,31.35,0.21
5/5/20,17,45,31.35,45.76
5/5/20,64,45,31.35,730
5/5/20,44,45,31.35,1960
5/5/20,38,45,31.35,2320
5/5/20,27,45,31.35,5370
5/5/20,38,242,31.53,4
5/5/20,38,125,34.08,12
5/5/20,38,4,34.18,2
5/5/20,64,4,34.18,18
5/5/20,38,249,34.62,6
5/5/20,44,100,35.26,85
5/5/20,27,100,35.26,104
5/5/20,50,100,35.26,375
5/5/20,38,100,35.26,2513
5/5/20,94,100,35.26,918
5/5/20,17,100,35.26,[NULL]
5/5/20,38,168,35.52,5
5/5/20,38,140,35.67,17
5/5/20,64,140,35.67,26
5/5/20,17,230,36.97,22.88
5/5/20,44,230,36.97,279
5/5/20,38,230,36.97,3002
5/5/20,38,256,37.34,20
5/5/20,38,81,37.93,126
5/5/20,64,81,37.93,854
5/5/20,30,81,37.93,1776
5/5/20,44,15,38.36,60
5/5/20,38,15,38.36,310
5/5/20,17,15,38.36,863.75
5/5/20,44,10,39.24,119
5/5/20,74,10,39.24,152
5/5/20,27,10,39.24,444
5/5/20,94,10,39.24,1228
5/5/20,50,10,39.24,1844
5/5/20,78,10,39.24,3575
5/5/20,38,10,39.24,6275.01
5/5/20,38,71,40.45,2
5/5/20,89,71,40.45,395
5/5/20,74,71,40.45,10259
5/5/20,38,109,40.65,1
5/5/20,38,186,40.88,3
5/5/20,27,28,43.58,76
5/5/20,64,28,43.58,118
5/5/20,38,28,43.58,180
5/5/20,50,28,43.58,511
5/5/20,89,28,43.58,741
5/5/20,74,28,43.58,2057
5/5/20,38,78,43.8,6
5/5/20,89,57,43.91,129
5/5/20,50,57,43.91,249
5/5/20,44,57,43.91,264
5/5/20,94,57,43.91,418
5/5/20,38,57,43.91,1076
5/5/20,74,57,43.91,5063
5/5/20,38,202,44.21,10
5/5/20,38,286,44.93,923
5/5/20,74,286,44.93,2701
5/5/20,38,270,45.79,80
5/5/20,94,36,46.26,0.12
5/5/20,74,36,46.26,58
5/5/20,38,36,46.26,146
5/5/20,50,36,46.26,343
5/5/20,38,276,47.3,695
5/5/20,38,39,48.66,6
5/5/20,64,39,48.66,34
5/5/20,17,35,48.97,4
5/5/20,38,35,48.97,49
5/5/20,38,152,49,2
5/5/20,38,64,49.58,10.96
5/5/20,94,218,49.7,0.28
5/5/20,44,218,49.7,10
5/5/20,38,218,49.7,4550
5/5/20,17,218,49.7,8580.28
5/5/20,38,1,51.02,1
5/5/20,38,24,51.64,15
5/5/20,74,251,52.34,133
5/5/20,27,251,52.34,571
5/5/20,44,251,52.34,1175
5/5/20,94,251,52.34,1395
5/5/20,38,251,52.34,8261
5/5/20,38,274,52.79,4
5/5/20,38,266,53.44,91
5/5/20,50,266,53.44,252
5/5/20,94,266,53.44,809
5/5/20,74,96,54.54,105
5/5/20,94,217,55.08,220
5/5/20,50,217,55.08,530
5/5/20,38,217,55.08,920
5/5/20,38,182,57.31,10
5/5/20,38,288,57.36,2
5/5/20,38,158,58.72,3
5/5/20,89,21,60.19,17
5/5/20,38,225,60.2,20
5/5/20,74,86,60.3,178
5/5/20,89,86,60.3,901
5/5/20,38,184,62.16,48
5/5/20,17,19,62.24,30.89
5/5/20,50,19,62.24,33
5/5/20,94,19,62.24,135.23
5/5/20,38,19,62.24,3237
5/5/20,59,19,62.24,[NULL]
5/5/20,44,17,62.46,7
5/5/20,94,17,62.46,105
5/5/20,74,17,62.46,171
5/5/20,50,17,62.46,905
5/5/20,38,17,62.46,1624
5/5/20,38,228,63.42,16
5/5/20,30,94,63.83,920
5/5/20,38,282,63.96,5
5/5/20,74,282,63.96,21
5/5/20,38,221,66.66,12
5/5/20,38,179,68.42,3
5/5/20,38,63,69.73,3304
5/5/20,38,216,70.34,10
5/5/20,24,88,72.81,410
5/5/20,38,88,72.81,827
5/5/20,30,88,72.81,3556
5/5/20,74,93,72.95,27
5/5/20,27,93,72.95,125
5/5/20,94,93,72.95,1189
5/5/20,44,93,72.95,1264
5/5/20,38,93,72.95,2107
5/5/20,30,93,72.95,7463
5/5/20,38,159,74.47,21
5/5/20,52,159,74.47,383
5/5/20,74,159,74.47,3891
5/5/20,30,159,74.47,10090
5/5/20,94,102,77.93,1
5/5/20,89,102,77.93,1168
5/5/20,74,102,77.93,5143
5/5/20,38,102,77.93,7114
5/5/20,17,2,79.61,48.06
5/5/20,50,2,79.61,373
5/5/20,64,2,79.61,686
5/5/20,38,2,79.61,1291
5/5/20,44,2,79.61,2044
5/5/20,38,160,79.84,64
5/5/20,74,160,79.84,3040
5/5/20,38,180,80,9
5/5/20,89,237,80.55,4460
5/5/20,74,237,80.55,4760
5/5/20,38,206,82.46,2
5/5/20,74,123,87.03,480
5/5/20,74,79,87.09,152
5/5/20,52,79,87.09,1880
5/5/20,38,79,87.09,2747
5/5/20,38,183,89.28,44
5/5/20,64,134,90.87,27
5/5/20,74,281,92.36,21
5/5/20,38,281,92.36,583
5/5/20,27,281,92.36,2914
5/5/20,38,38,96.62,4
5/5/20,38,59,100.07,104
5/5/20,38,118,107.8,13
5/5/20,38,37,134.29,12
5/5/20,94,7,170.08,505
5/5/20,38,7,170.08,802
5/5/20,50,7,170.08,859
5/5/20,30,7,170.08,1555
5/5/20,38,142,,6
5/5/20,74,16,,35
5/5/20,38,98,,90
5/5/20,49,16,,91
5/5/20,44,16,,96
5/5/20,44,73,,161
5/5/20,50,16,,241
5/5/20,21,16,,310
5/5/20,89,98,,315
5/5/20,38,16,,484
5/5/20,50,122,,489
5/5/20,74,73,,514
5/5/20,27,122,,594
5/5/20,74,122,,602
5/5/20,74,98,,611
5/5/20,38,44,,625
5/5/20,64,98,,843
5/5/20,30,98,,1086
5/5/20,74,267,,1101
5/5/20,50,44,,1109
5/5/20,94,16,,1110
5/5/20,27,73,,1225
5/5/20,82,16,,1700
5/5/20,38,122,,4168
5/5/20,38,73,,4248
5/6/20,38,131,11.35,7
5/6/20,64,131,11.35,52
5/6/20,74,90,11.78,21
5/6/20,17,235,12.53,4.58
5/6/20,74,14,12.92,31
5/6/20,50,14,12.92,103
5/6/20,38,14,12.92,917
5/6/20,82,14,12.92,2600
5/6/20,38,246,14.3,7
5/6/20,38,197,16.67,16
5/6/20,74,23,18.77,395
5/6/20,50,23,18.77,1500
5/6/20,64,23,18.77,2895
5/6/20,38,23,18.77,3759
5/6/20,38,164,19.27,10
5/6/20,38,70,20.12,1294
5/6/20,89,70,20.12,1836
5/6/20,38,260,20.88,1
5/6/20,94,172,21.17,100
5/6/20,50,172,21.17,160
5/6/20,27,172,21.17,650
5/6/20,89,172,21.17,680
5/6/20,74,172,21.17,1040
5/6/20,38,172,21.17,2030
5/6/20,30,172,21.17,2130
5/6/20,44,172,21.17,2330
5/6/20,38,278,24.97,566
5/6/20,50,278,24.97,755
5/6/20,64,278,24.97,2416
5/6/20,64,167,25.44,2
5/6/20,38,83,25.65,1108
5/6/20,74,83,25.65,1220
5/6/20,38,254,25.88,50
5/6/20,44,254,25.88,5678
5/6/20,38,220,27.35,4
5/6/20,38,226,27.56,2
5/6/20,38,229,27.91,5
5/6/20,38,87,28.51,8
5/6/20,50,154,28.78,220
5/6/20,38,154,28.78,810
5/6/20,27,145,29.04,250
5/6/20,50,145,29.04,780
5/6/20,38,145,29.04,1200
5/6/20,64,145,29.04,1660
5/6/20,44,145,29.04,2940
5/6/20,64,247,29.53,1
5/6/20,38,9,31.06,7047
5/6/20,94,45,31.46,0.21
5/6/20,17,45,31.46,45.76
5/6/20,64,45,31.46,730
5/6/20,44,45,31.46,1960
5/6/20,38,45,31.46,2320
5/6/20,27,45,31.46,5370
5/6/20,38,242,31.87,4
5/6/20,38,4,33.88,2
5/6/20,64,4,33.88,18
5/6/20,38,249,33.91,6
5/6/20,38,125,34.08,12
5/6/20,44,100,34.66,85
5/6/20,27,100,34.66,104
5/6/20,50,100,34.66,375
5/6/20,38,100,34.66,2513
5/6/20,94,100,34.66,918
5/6/20,17,100,34.66,[NULL]
5/6/20,38,168,36.38,5
5/6/20,17,230,36.68,22.88
5/6/20,44,230,36.68,279
5/6/20,38,230,36.68,3002
5/6/20,38,140,37.25,17
5/6/20,64,140,37.25,26
5/6/20,38,81,37.54,126
5/6/20,64,81,37.54,854
5/6/20,30,81,37.54,1776
5/6/20,38,256,37.67,20
5/6/20,44,10,38.79,119
5/6/20,74,10,38.79,152
5/6/20,27,10,38.79,444
5/6/20,94,10,38.79,1228
5/6/20,50,10,38.79,1844
5/6/20,78,10,38.79,3575
5/6/20,38,10,38.79,6275.01
5/6/20,44,15,38.9,60
5/6/20,38,15,38.9,310
5/6/20,17,15,38.9,863.75
5/6/20,38,109,40.34,1
5/6/20,38,186,40.59,3
5/6/20,38,71,40.62,2
5/6/20,89,71,40.62,395
5/6/20,74,71,40.62,10259
5/6/20,89,57,44.02,129
5/6/20,50,57,44.02,249
5/6/20,44,57,44.02,264
5/6/20,94,57,44.02,418
5/6/20,38,57,44.02,1076
5/6/20,74,57,44.02,5063
5/6/20,38,202,44.2,10
5/6/20,38,78,44.37,6
5/6/20,27,28,44.37,76
5/6/20,64,28,44.37,118
5/6/20,38,28,44.37,180
5/6/20,50,28,44.37,511
5/6/20,89,28,44.37,741
5/6/20,74,28,44.37,2057
5/6/20,38,270,44.73,80
